-0.13008,-0.30046,0.12105,-0.93491,0.30036,0.42046,2.7761
-0.1614,-0.29969,0.10336,-0.91782,0.29629,0.41491,2.775
-0.14885,-0.29549,0.085173,-0.90082,0.29221,0.40933,2.7739
-0.10217,-0.28743,0.066513,-0.88392,0.28813,0.40373,2.7727
-0.034586,-0.2749,0.047416,-0.8671,0.28405,0.39811,2.7716
0.041001,-0.25728,0.027942,-0.85039,0.27997,0.39248,2.7705
0.11111,-0.23396,0.0081813,-0.83377,0.27589,0.38682,2.7693
0.16385,-0.20437,-0.011769,-0.81725,0.2718,0.38115,2.7682
0.18914,-0.16789,-0.031811,-0.80083,0.26771,0.37546,2.767
0.18172,-0.12419,-0.051848,-0.78452,0.26362,0.36975,2.7659
0.14316,-0.074024,-0.071782,-0.76831,0.25953,0.36402,2.7647
0.078289,-0.019204,-0.091516,-0.75221,0.25543,0.35828,2.7635
-0.0059916,0.038261,-0.11095,-0.73623,0.25134,0.35252,2.7624
-0.098568,0.096365,-0.13,-0.72036,0.24724,0.34675,2.7612
-0.18213,0.1531,-0.14855,-0.70461,0.24314,0.34097,2.76
-0.23366,0.20646,-0.16651,-0.68897,0.23903,0.33517,2.7588
-0.23087,0.25445,-0.18378,-0.67345,0.23493,0.32935,2.7576
-0.16461,0.29513,-0.20027,-0.65806,0.23082,0.32353,2.7564
-0.047153,0.32658,-0.21589,-0.6428,0.22671,0.31769,2.7552
0.088717,0.34689,-0.23052,-0.62766,0.2226,0.31184,2.7539
0.20093,0.35412,-0.24408,-0.61265,0.21849,0.30598,2.7527
0.25641,0.34639,-0.25648,-0.59777,0.21437,0.30011,2.7515
0.24277,0.32259,-0.26774,-0.58303,0.21025,0.29422,2.7502
0.16748,0.28455,-0.27786,-0.56843,0.20613,0.28833,2.749
0.053423,0.23481,-0.28686,-0.55396,0.20201,0.28243,2.7477
-0.06984,0.17594,-0.29475,-0.53964,0.19789,0.27652,2.7465
-0.17454,0.11047,-0.30156,-0.52546,0.19377,0.2706,2.7452
-0.23992,0.040964,-0.3073,-0.51142,0.18964,0.26468,2.744
-0.2559,-0.03003,-0.31198,-0.49753,0.18551,0.25874,2.7427
-0.22389,-0.099885,-0.31562,-0.48379,0.18138,0.25281,2.7414
-0.15387,-0.16581,-0.31825,-0.4702,0.17725,0.24686,2.7401
-0.060457,-0.22547,-0.31987,-0.45675,0.17311,0.24091,2.7388
0.040663,-0.27666,-0.32052,-0.44345,0.16898,0.23496,2.7375
0.135,-0.31717,-0.32019,-0.43031,0.16484,0.229,2.7362
0.20928,-0.34481,-0.31892,-0.41731,0.1607,0.22303,2.7349
0.2522,-0.35736,-0.31672,-0.40445,0.15656,0.21707,2.7336
0.25558,-0.35261,-0.31363,-0.39175,0.15241,0.2111,2.7323
0.21715,-0.32919,-0.30974,-0.37919,0.14827,0.20513,2.731
0.14337,-0.28935,-0.30516,-0.36679,0.14412,0.19915,2.7297
0.0453,-0.23625,-0.29999,-0.35452,0.13997,0.19318,2.7283
-0.063578,-0.17306,-0.29436,-0.34241,0.13582,0.1872,2.727
-0.16739,-0.10293,-0.28837,-0.33044,0.13166,0.18123,2.7256
-0.24602,-0.028993,-0.28213,-0.31862,0.12751,0.17525,2.7243
-0.27481,0.04582,-0.27574,-0.30694,0.12335,0.16928,2.7229
-0.23384,0.11859,-0.26933,-0.29541,0.11919,0.16331,2.7216
-0.1245,0.18632,-0.26299,-0.28403,0.11503,0.15734,2.7202
0.026267,0.24596,-0.25684,-0.27279,0.11087,0.15137,2.7189
0.1743,0.29449,-0.25099,-0.26169,0.10671,0.14541,2.7175
0.27284,0.32886,-0.24555,-0.25075,0.10254,0.13945,2.7161
0.29134,0.34604,-0.24063,-0.23994,0.098374,0.13349,2.7147
0.22775,0.34395,-0.2363,-0.22928,0.094204,0.12754,2.7133
0.10451,0.3243,-0.23252,-0.21876,0.090031,0.12159,2.712
-0.041121,0.28974,-0.22919,-0.20839,0.085856,0.11565,2.7106
-0.17119,0.24292,-0.22622,-0.19816,0.081679,0.10972,2.7092
-0.25955,0.18651,-0.22353,-0.18807,0.0775,0.10379,2.7078
-0.29424,0.12315,-0.22101,-0.17813,0.073318,0.097868,2.7063
-0.27421,0.055501,-0.21859,-0.16832,0.069134,0.091956,2.7049
-0.20842,-0.01377,-0.21616,-0.15866,0.064947,0.086052,2.7035
-0.11148,-0.081947,-0.21363,-0.14915,0.060759,0.080157,2.7021
-0.0003901,-0.14612,-0.21092,-0.13977,0.056569,0.074272,2.7007
0.1086,-0.20334,-0.20793,-0.13054,0.052376,0.068396,2.6992
0.20154,-0.25063,-0.20457,-0.12144,0.048182,0.062531,2.6978
0.26548,-0.28506,-0.20075,-0.11249,0.043987,0.056678,2.6964
0.28937,-0.30364,-0.19637,-0.10368,0.039789,0.050836,2.6949
0.26676,-0.30435,-0.19136,-0.095017,0.03559,0.045006,2.6935
0.20077,-0.28875,-0.18562,-0.086491,0.031391,0.039188,2.692
0.1021,-0.25925,-0.17917,-0.078106,0.02719,0.033384,2.6906
-0.013853,-0.21827,-0.17199,-0.069862,0.022988,0.027594,2.6891
-0.13087,-0.16821,-0.1641,-0.06176,0.018787,0.021818,2.6876
-0.23083,-0.11146,-0.15551,-0.0538,0.014585,0.016057,2.6862
-0.29236,-0.050523,-0.14622,-0.045981,0.010383,0.010311,2.6847
-0.29485,0.011809,-0.13623,-0.038304,0.0061824,0.0045808,2.6832
-0.22631,0.072653,-0.12556,-0.030768,0.0019822,-0.0011328,2.6817
-0.094259,0.12914,-0.11421,-0.023374,-0.0022168,-0.0068295,2.6803
0.070472,0.17839,-0.10218,-0.016122,-0.0064143,-0.012509,2.6788
0.21806,0.21755,-0.089488,-0.0090125,-0.01061,-0.01817,2.6773
0.29909,0.24373,-0.076132,-0.002045,-0.014803,-0.023812,2.6758
0.28779,0.2545,-0.06212,0.0047799,-0.018993,-0.029436,2.6743
0.19041,0.24955,-0.047478,0.011462,-0.023179,-0.03504,2.6728
0.040798,0.23072,-0.032307,0.018001,-0.027362,-0.040624,2.6713
-0.1145,0.20031,-0.016738,0.024397,-0.03154,-0.046187,2.6698
-0.23504,0.16059,-0.00090785,0.03065,-0.035714,-0.051729,2.6682
-0.29798,0.11387,0.015049,0.036758,-0.039882,-0.057249,2.6667
-0.29807,0.062428,0.030997,0.042723,-0.044044,-0.062747,2.6652
-0.24382,0.0086081,0.046802,0.048543,-0.0482,-0.068222,2.6637
-0.15104,-0.045047,0.062326,0.054218,-0.052348,-0.073674,2.6622
-0.037085,-0.095944,0.077436,0.059748,-0.056489,-0.079102,2.6606
0.079884,-0.14149,0.091996,0.065133,-0.060621,-0.084505,2.6591
0.18331,-0.17909,0.10587,0.070371,-0.064744,-0.089884,2.6576
0.25943,-0.20615,0.11892,0.075463,-0.068857,-0.095237,2.656
0.29749,-0.22008,0.13102,0.080408,-0.072959,-0.10056,2.6545
0.29109,-0.21908,0.14206,0.085205,-0.077051,-0.10586,2.6529
0.2397,-0.20456,0.15209,0.089855,-0.08113,-0.11114,2.6514
0.15036,-0.17874,0.16116,0.094356,-0.085197,-0.11638,2.6498
0.036206,-0.1438,0.16936,0.098708,-0.08925,-0.1216,2.6483
-0.086037,-0.10197,0.17675,0.10291,-0.093289,-0.12679,2.6467
-0.19663,-0.055453,0.18342,0.10696,-0.097312,-0.13195,2.6452
-0.27584,-0.0064474,0.18942,0.11086,-0.10132,-0.13708,2.6436
-0.30673,0.042832,0.19484,0.11461,-0.10531,-0.14218,2.642
-0.27566,0.090169,0.19975,0.11821,-0.10928,-0.14725,2.6405
-0.1789,0.13336,0.20421,0.12165,-0.11324,-0.15229,2.6389
-0.031525,0.17022,0.2083,0.12494,-0.11717,-0.1573,2.6373
0.13059,0.19855,0.2121,0.12807,-0.12108,-0.16227,2.6357
0.25895,0.21615,0.21567,0.13105,-0.12497,-0.16721,2.6342
0.3108,0.22082,0.21909,0.13387,-0.12884,-0.17212,2.6326
0.26851,0.21113,0.22241,0.13653,-0.13269,-0.17699,2.631
0.14629,0.18865,0.22566,0.13902,-0.13651,-0.18183,2.6294
-0.014894,0.1557,0.22885,0.14136,-0.1403,-0.18663,2.6278
-0.16547,0.11461,0.23196,0.14353,-0.14407,-0.1914,2.6262
-0.26726,0.067701,0.23502,0.14554,-0.14781,-0.19613,2.6246
-0.30352,0.017304,0.23803,0.14739,-0.15152,-0.20083,2.623
-0.27763,-0.034276,0.24099,0.14906,-0.1552,-0.20549,2.6214
-0.20444,-0.084825,0.24391,0.15057,-0.15885,-0.21011,2.6198
-0.10155,-0.13223,0.24679,0.15191,-0.16246,-0.21469,2.6182
0.013044,-0.17442,0.24965,0.15307,-0.16604,-0.21924,2.6166
0.12275,-0.20928,0.25247,0.15407,-0.16959,-0.22374,2.615
0.21257,-0.23474,0.25528,0.15488,-0.1731,-0.2282,2.6134
0.27012,-0.24872,0.25807,0.15553,-0.17658,-0.23263,2.6118
0.28649,-0.2491,0.26085,0.15599,-0.18001,-0.23701,2.6102
0.25818,-0.23452,0.26356,0.15628,-0.18341,-0.24135,2.6086
0.18916,-0.20671,0.26613,0.15638,-0.18677,-0.24565,2.607
0.088482,-0.16815,0.26852,0.15631,-0.19008,-0.24991,2.6053
-0.028895,-0.12133,0.27065,0.15605,-0.19335,-0.25413,2.6037
-0.14322,-0.068758,0.27246,0.15561,-0.19658,-0.2583,2.6021
-0.23334,-0.012913,0.2739,0.15498,-0.19977,-0.26242,2.6005
-0.28071,0.043727,0.27489,0.15417,-0.20291,-0.26651,2.5988
-0.27269,0.098775,0.27538,0.15317,-0.20601,-0.27054,2.5972
-0.20631,0.14992,0.2753,0.15199,-0.20905,-0.27453,2.5956
-0.090016,0.19489,0.27459,0.15063,-0.21205,-0.27848,2.5939
0.053237,0.23137,0.27317,0.14909,-0.215,-0.28238,2.5923
0.18721,0.25709,0.27099,0.14737,-0.21791,-0.28623,2.5907
0.27234,0.26975,0.26797,0.14549,-0.22076,-0.29003,2.589
0.28025,0.26746,0.26409,0.14344,-0.22355,-0.29379,2.5874
0.20561,0.25037,0.25942,0.14123,-0.2263,-0.29749,2.5858
0.070892,0.22053,0.25403,0.13886,-0.22899,-0.30115,2.5841
-0.081291,0.18034,0.24801,0.13635,-0.23163,-0.30476,2.5825
-0.20573,0.13219,0.24143,0.13369,-0.23421,-0.30831,2.5808
-0.27281,0.078498,0.23439,0.13088,-0.23673,-0.31182,2.5792
-0.27503,0.021651,0.22696,0.12794,-0.23919,-0.31527,2.5775
-0.22197,-0.03595,0.21922,0.12487,-0.2416,-0.31868,2.5759
-0.13141,-0.091907,0.21127,0.12167,-0.24395,-0.32202,2.5743
-0.022907,-0.14375,0.20317,0.11834,-0.24624,-0.32532,2.5726
0.085559,-0.18901,0.19501,0.1149,-0.24846,-0.32856,2.571
0.17802,-0.22518,0.18688,0.11135,-0.25062,-0.33175,2.5693
0.2411,-0.24978,0.17886,0.10768,-0.25272,-0.33489,2.5676
